"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"247|""ARINCDirect Flight Operations System (FOS)""|""GLOBAL FLIGHT OPERATIONS""|""Hampton"," John""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""fossupport@rockwellcollins.com""|""Employee""|""Travel Services""|""E710""|""Leverage/Optimize""|""""|""Software system used to manage all aspects of flight operations including crew and passenger data for manifests", customs documents, food service, etc. (Full name, date of birth, home address, passport info and image," info. on food allergies).""|""Digital""|""Application""|""1""|""20167227.0""|""Collins Aerospace ARINCDirect"," formerly Rockwell Collins""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""1""|""1""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""E67DE705563106DD;#13459""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--1""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:13:22""",,,,,,,,,,,,,,,,,,
"248|""ascribe""|""HR - Talent""|""Sim"," Stacy""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""HR""|""CINCINNATI GENERAL OFFICES;#105""|""lara.rice@goascribe.com""|""Employee""|""Employee Surveys""|""E021""|""Leverage/Optimize""|""""|""P&G Survey data""|""Digital""|""Application""|""1""|""20179678.0""|""Language Logic""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""D381D3E55A0103AB;#13327""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""OLD iRisk""|""OLD iRisk""|""In line with SCOPE""|""OLD iRisk""|""OLD iRisk""|""In line with SCOPE""|""OLD iRisk""|""OLD iRisk""|""In line with SCOPE""|""OLD iRisk""|""OLD iRisk""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--2""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:13:24""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"249|""Citrix Receiver 9000(Ccure)""|""GBS MY P&G SERVICES""|""Dixon"," Jim""|""2019-10-17 04:49:52""|""Radenkovic"," Rastko""|""HR""|""GREENSBORO BROWN SUMMIT PLANT;#142""|""""|""Employee""|""People and Asset Protection""|""E017""|""Decommissioned""|""""|""with above line""|""Digital""|""Application""|""1""|""9122532.0""|""DXC.technology (former Hewlett-Packard ENTERPRISE / HPE) - GUV 9122532""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""15C216D95A0064C5;#12022""|""15C216D95A0064C5""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--4""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:13:24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250|""Crisis Contact System""|""HR - Security""|""Ruprecht"," Todd""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""People and Asset Protection""|""E022""|""Decommissioned""|""""|""""|""Digital""|""Application""|""1""|""15295137.0""|""TechRadium""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""EB9CEBFD5631484F;#13501""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--5""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:13:25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"251|""Cvent""|""CF HR""|""Hickey"," Sandra""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""hwagner@cvent.com""|""Employee""|""Workforce Collaboration and Productivity""|""E480""|""Leverage/Optimize""|""""|""People register for executive meeting events here - these people can be P&G employees or external to the company.   Cvent has a reporting capability by which event registration data can be sent to the P&G host.""|""Digital""|""Application""|""1""|""15181652.0""|""Cvent -""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""78607B045AC25301;#12675""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--6""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:13:26""",,,,,,,,,,,,,,,,,,,,,,,,,,
"252|""DB Claim Database""|""HR - Benefits""|""Sontag"," Bill""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""Bob Harris""|""Employee""|""Benefits and Pension Administration""|""E005""|""Design/Build""|""""|""System used to administer US Disability Plan claims""|""Digital""|""Application""|""1""|""15034298.0""|""VERTEX COMPUTER SYSTEMS"," INC""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""C6DCC7485B23672A;#13233""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--7""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:13:27""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"253|""Enterprise Health (EH) Employee Portal""|""GBS MY P&G SERVICES""|""Meek"," Eric""|""2019-10-17 07:10:42""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Medical""|""E004""|""Design/Build""|""""|""not built yet", will be GBS-managed; for medical appointments," will go to GBS-managed""|""Digital""|""Application""|""1""|""15319736.0""|""Medical Informatics Engineering Inc. (MIE)""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""D132D25F5C873295""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--8""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:45""",,,,,,,,,,,,,,,,,,,,,,,,,,
"254|""Enterprise Health (EH)""|""GBS MY P&G SERVICES""|""Mckibben"," Julie""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Medical""|""E004""|""Leverage/Optimize""|""""|""not built yet", will be GBS-managed; for electronic medical records," Will go to GBS-managed""|""Digital""|""Application""|""1""|""15319736.0""|""MEDICAL INFORMATICS ENGINEERING INC - 15319736""|""Data Processor""|""UNITED STATES""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0428047A59142BC9;#11848""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""1401172""|""1401172""|""In line with SCOPE""|""1401172""|""1401172""|""In line with SCOPE""|""1401172""|""1401172""|""In line with SCOPE""|""1401172""|""1401172""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--9""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:45""",,,,,,,,,,,,,,,,,,,,,,,,,,
"255|""Executive Meetings Team Corner""|""CF HR""|""Hickey"," Sandra""|""2019-10-10 07:52:27""|""Lutz"," Amanda""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Workforce Collaboration and Productivity""|""E480""|""Leverage/Optimize""|""""|""Sharepoint Team Corner where event sheets are stored.  One sheet is created for each event and contains contact information (for P&G host", venue contact, etc.) as well as list of attendee names /email address (if external, company name)," and allergies/dietary restrictions.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--10""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:48""",,,,,,,,,,,,,,,,,,
"256|""G3 Visas""|""GLOBAL FLIGHT OPERATIONS""|""Hampton"," John""|""2019-10-15 15:07:47""|""Hampton"," John""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""WashingtonDC@g3visas.com""|""Employee""|""Travel Services""|""E006""|""Leverage/Optimize""|""""|""G3 Visas provides support for obtaining passports and visa for international travel of Global Flight Operations personnel.""|""Digital""|""Website""|""1""|""0.0""|""G3 Visas""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--11""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:48""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"257|""GENEX""|""HR - Benefits""|""Sontag"," Bill""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""Angela Houston""|""Employee""|""Benefits and Pension Administration""|""E005""|""Leverage/Optimize""|""""|""Vendor who manages all health information used to administer employee US Disability claims""|""Digital""|""Application""|""1""|""15286979.0""|""Genex Services""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""9D069E1358FD5BBF;#12954""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--12""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:49""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"258|""Hamlot""|""HR - Benefits""|""Brandner"," Donna""|""2019-10-17 05:02:21""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Benefits and Pension Administration""|""E005""|""Leverage/Optimize""|""""|""Evidence for unemployment"," contains employee info.""|""Digital""|""Application""|""1""|""15335618.0""|""Corporate Cost Control""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""BF99C00E5C49681E;#13169""|""""|""In line with SCOPE""|""1394020""|""1394020""|""Not started""|""""|""""|""In line with SCOPE""|""1394020""|""1394020""|""In line with SCOPE""|""1394020""|""1394020""|""In line with SCOPE""|""1394020""|""1394020""|""In line with SCOPE""|""1394020""|""1394020""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--13""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:50""",,,,,,,,,,,,,,,,,,,,,,,,
"259|""Healthy Working""|""HR - Medical""|""Mckibben"," Julie""|""2019-10-17 05:02:24""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""jon.abbott@cardinus.com""|""Employee""|""Medical""|""E004""|""Leverage/Optimize""|""""|""voluntary use by employees - SaaS", gets very little PII, Gender only - helps with ergonomics," walks employees through techniques (training/advice)""|""Digital""|""Application""|""1""|""15223847.0""|""CARDINUS RISK MANAGEMENT LTD""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""C17BC2BB5C80517C;#13186""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""1421672""|""1421672""|""Work in Progress""|""1421672""|""1421672""|""Work in Progress""|""1421672""|""1421672""|""In line with SCOPE""|""1421672""|""1421672""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--14""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:51""",,,,,,,,,,,,,,,,,,,,,,,
"260|""Corporate Announcements""|""CF HR""|""Deaton"," Tammy""|""2019-10-17 05:02:24""|""Radenkovic"," Rastko""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Employee Data Management""|""E365""|""Leverage/Optimize""|""""|""process for internal announcements of band 4+ changes""|""Digital""|""Application""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""8B3AB29F4AD803E5;#12812""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--15""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:52""",,,,,,,,,,,,,,,,,,,,,,,,,,
"262|""LiveandWorkWell (www.liveandworkwell.com)""|""HR - Medical""|""Bailey"," James""|""2019-10-17 05:02:24""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""Faye Ewing (Optum US Account Mgr.): faye.ewing@optum.com""|""Employee""|""Benefits and Pension Administration""|""E041""|""Leverage/Optimize""|""""|""Optum's US Employee Assistance website", access to mental health professionals, articles, tools," etc. as part of employee benefits offering. Open to family members. Employee can access website with universal access code. If Employee uses tools for personal use then they are required to create a password for access. Optum has created a user portal (www.pgwls.com) for P&G employees and their family to access LiveandWorkwell without a access code.""|""Digital""|""Application""|""1""|""20595858.0""|""Optum""|""Data Controller""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""16011EE9544046BF;#12024""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--17""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:55""",,,,,,,,,,,,,,,,,,,,,
"263|""Occupational Health Manager (OHM)""|""HR - Medical""|""Mcgee"," Felicia""|""2019-10-17 05:02:24""|""Radenkovic"," Rastko""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""Leslie Cain (Leslie.Cain@ul.com)""|""Employee""|""Medical""|""E004""|""Leverage/Optimize""|""""|""U.S. only electronic medical records; sunset in 2021; being replaced by EH above""|""Digital""|""Application""|""1""|""15211027.0""|""PUREWORK S PUREWORKS"," INC""|""Data Controller""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""1""|""1""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""F198F80D5A8F53D8;#13569""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--18""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:56""",,,,,,,,,,,,,,,,,,,,,,,,
"264|""P&G Annual Survey""|""HR - Talent""|""Sim"," Stacy""|""2019-10-17 05:02:24""|""Radenkovic"," Rastko""|""HR""|""CINCINNATI GENERAL OFFICES;#105""|""pjones@perceptyx.com""|""Employee""|""Employee Surveys""|""E021""|""Leverage/Optimize""|""""|""P&G Survey data""|""Digital""|""Application""|""1""|""15170426.0""|""PERCEPTYX INC - 15170426""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""FF32FFC2583F4F54;#13646""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""OLD iRIsk""|""OLD Irisk""|""In line with SCOPE""|""OLD iRisk""|""OLD iRisk""|""In line with SCOPE""|""OLD iRisk""|""OLD iRisk""|""In line with SCOPE""|""OLD iRIsk""|""OLD iRisk""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--19""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:57""",,,,,,,,,,,,,,,,,,,,,,,,,,
"265|""P&G Exit Survey""|""HR - Talent""|""Sim"," Stacy""|""2019-10-17 05:26:45""|""Radenkovic"," Rastko""|""HR""|""CINCINNATI GENERAL OFFICES;#105""|""pjones@perceptyx.com""|""Employee""|""Employee Surveys""|""E003""|""Leverage/Optimize""|""""|""P&G Exit Survey data""|""Digital""|""Application""|""1""|""15170426.0""|""PERCEPTYX INC - 15170426""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""32BD33FA5845029B;#12202""|""32BD33FA5845029B""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""OLD iRisk tied tp P&G Annual Survey asset""|""OLD iRisk tied tp P&G Annual Survey asset""|""In line with SCOPE""|""OLD iRisk tied tp P&G Annual Survey asset""|""OLD iRisk tied tp P&G Annual Survey asset""|""In line with SCOPE""|""OLD iRisk tied tp P&G Annual Survey asset""|""OLD iRisk tied tp P&G Annual Survey asset""|""In line with SCOPE""|""OLD iRisk tied tp P&G Annual Survey asset""|""OLD iRisk tied tp P&G Annual Survey asset""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 CF-HR--20""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 06:14:58""",,,,,,,,,,,,,,,,,,,,,,,,,,
